f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price.1,neighbourhood_cleansed,cancellation_policy,room_type,property_type,flag_n_bathrooms,flag_n_beds,flag_n_review_scores_rating,flag_n_reviews_per_month,flag_days_since
Apartment,Private room,strict,Real Bed,Hackney,49.0,2,1.0,100.0,2,1,0.09,5,7,1.0,686.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,49.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,163.0,1,2.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,163.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,34.0,2,1.0,96.0,1,1,0.13,8,1,1.0,236.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,34.0,Hackney,strict,Private room,Apartment,0,0,1,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,95.0,3,1.0,100.0,4,1,0.16,0,7,1.0,744.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,moderate,Real Bed,Hackney,45.0,2,1.0,99.0,30,1,1.07,0,1,1.0,839.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,Hackney,moderate,Private room,House,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,150.0,5,3.5,96.0,0,5,0.51,20,2,3.0,399.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150.0,Hackney,strict,Entire home/apt,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,50.0,3,1.0,100.0,10,2,0.26,10,4,2.0,1156.0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,199.0,6,1.5,96.0,0,1,0.51,0,7,5.0,399.0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,199.0,Hackney,moderate,Entire home/apt,House,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,40.0,2,1.0,90.0,2,1,2.0,0,1,1.0,20.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,150.0,4,2.0,95.0,21,2,1.85,0,2,2.0,340.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,150.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,43.0,2,1.0,90.0,4,1,3.33,0,1,1.0,35.0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,0,4,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,39.0,2,1.0,100.0,1,1,0.36,0,2,1.0,83.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,39.0,2,1.0,100.0,1,1,0.65,0,1,1.0,45.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.0,Hackney,flexible,Private room,House,0,1,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,250.0,6,2.0,98.0,8,4,0.98,25,3,3.0,243.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,250.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Private room,moderate,Couch,Hackney,25.0,2,1.0,96.0,40,1,0.8,10,1,1.0,1490.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,25.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,90.0,6,2.0,93.0,3,2,0.64,20,2,3.0,139.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,90.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,30.0,2,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Entire home/apt,strict,Real Bed,Hackney,140.0,6,3.0,100.0,1,1,0.06,20,7,2.0,475.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,40.0,2,1.0,94.0,53,1,4.13,15,1,1.0,384.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,40.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,70.0,2,1.0,100.0,1,1,0.05,0,3,1.0,573.0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,10,2,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,79.0,4,1.0,93.0,9,2,1.08,10,2,2.0,248.0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,25.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,moderate,Real Bed,Hackney,35.0,1,1.0,100.0,6,1,0.33,0,2,1.0,536.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,56.0,2,1.0,89.0,35,1,2.45,0,3,1.0,427.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,56.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,28.0,2,1.0,97.0,8,1,0.44,0,1,1.0,540.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28.0,Hackney,strict,Private room,House,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,39.0,2,1.5,47.0,3,2,0.58,10,2,1.0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,45.0,2,1.5,90.0,2,1,0.08,5,3,1.0,757.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,39.0,2,1.0,97.0,30,1,2.54,20,1,1.0,352.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,39.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,120.0,2,1.0,96.0,0,1,0.51,0,5,1.0,399.0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,35.0,2,1.0,89.0,76,1,1.69,30,3,1.0,1349.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,73.0,2,1.5,96.0,0,2,0.51,25,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,73.0,Hackney,strict,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,strict,Couch,Hackney,70.0,2,1.0,94.0,29,1,0.9,0,2,1.0,970.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,80.0,2,2.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,55.0,2,1.0,100.0,1,1,0.12,0,2,1.0,239.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,55.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,20.0,2,1.0,91.0,8,1,0.52,15,1,1.0,459.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,65.0,2,1.0,100.0,8,1,1.49,0,1,1.0,160.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,65.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,20.0,1,1.0,96.0,1,1,0.11,0,2,1.0,282.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.0,Hackney,flexible,Private room,House,0,0,1,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,150.0,6,1.0,91.0,39,4,3.3,19,2,2.0,353.0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,150.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,45.0,2,1.0,88.0,10,1,0.22,10,1,1.0,1343.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,45.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,37.0,1,2.0,90.0,98,1,2.2,25,1,1.0,1336.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,37.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,100.0,4,2.0,96.0,0,1,0.51,60,2,2.0,399.0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,100.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,98.0,4,2.0,100.0,3,1,0.2,0,2,2.0,443.0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,98.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,moderate,Real Bed,Hackney,65.0,2,2.0,97.0,23,1,4.83,10,2,1.0,142.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,65.0,Hackney,moderate,Private room,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,125.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,125.0,Hackney,flexible,Private room,Apartment,1,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,60.0,2,1.0,96.0,0,1,0.51,40,4,1.0,399.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60.0,Hackney,strict,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,38.0,2,1.0,70.0,2,1,0.26,0,3,1.0,230.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,38.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,44.0,2,2.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,44.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Private room,strict,Real Bed,Hackney,39.0,2,1.5,68.0,5,1,0.44,0,1,1.0,342.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.0,Hackney,strict,Private room,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,moderate,Real Bed,Hackney,37.0,2,1.0,100.0,1,1,0.16,10,1,1.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,31.0,2,1.0,96.0,0,1,0.51,0,7,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,31.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,75.0,2,1.0,95.0,8,1,0.18,0,2,1.0,1365.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,75.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,30.0,1,1.0,100.0,2,1,2.0,0,1,1.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,60.0,2,1.0,100.0,1,1,0.2,0,2,1.0,147.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,70.0,2,1.0,96.0,0,1,0.51,0,2,1.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,70.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,65.0,2,1.0,100.0,5,1,0.47,10,1,1.0,315.0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,65.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,33.0,2,1.0,89.0,8,1,0.48,10,1,1.0,498.0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,33.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,90.0,2,1.0,95.0,4,1,0.15,0,3,1.0,818.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,90.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,41.0,2,1.5,96.0,0,1,0.51,10,3,1.0,399.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,41.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,100.0,4,1.0,96.0,1,1,0.09,0,2,2.0,328.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,100.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,64.0,2,1.0,97.0,8,1,0.82,0,1,1.0,292.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,64.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,50.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,50.0,Hackney,strict,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,280.0,4,1.0,90.0,4,2,0.48,20,2,1.0,250.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,280.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,68.0,2,1.0,96.0,0,2,0.51,0,2,1.0,399.0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,68.0,Hackney,strict,Private room,Apartment,0,0,1,1,1
