f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,cancellation_policy,room_type,property_type,neighbourhood_cleansed
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,60.0,2,1.0,99.0,25,1,1.1799999,0,4,1.0,637.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
House,Shared room,flexible,Real Bed,Kingston upon Thames,21.0,1,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Kingston upon Thames,flexible,Shared room,House,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,75.0,2,1.0,100.0,1,1,0.15000001,0,1,1.0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,55.0,2,1.0,,0,1,,5,1,1.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,65.0,2,1.0,74.0,7,2,0.22,10,2,1.0,964.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,99.0,3,1.0,80.0,1,1,0.16,0,1,2.0,187.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,25.0,1,1.5,100.0,3,1,0.41,0,1,1.0,216.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,60.0,2,2.0,93.0,12,2,1.14,15,2,1.0,314.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,29.0,1,1.0,91.0,12,1,0.52999997,0,1,1.0,683.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,45.0,2,1.0,99.0,14,1,1.14,10,1,1.0,367.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,72.0,3,1.0,96.0,5,1,0.20999999,0,1,2.0,698.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,60.0,2,1.0,100.0,2,1,0.25999999,0,3,1.0,230.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,42.0,2,2.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Private room,strict,Real Bed,Kingston upon Thames,29.0,2,1.0,,0,1,,0,1,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,Kingston upon Thames,strict,Private room,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,45.0,2,2.0,,0,1,,0,1,2.0,,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,65.0,2,1.0,,0,2,,32,1,1.0,,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,strict,Real Bed,Kingston upon Thames,67.0,4,1.5,,0,1,,0,2,2.0,,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,60.0,2,1.0,100.0,1,1,0.12,0,1,1.0,245.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,34.0,2,1.0,,0,1,,5,2,1.0,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,120.0,2,1.0,100.0,2,1,0.55000001,0,4,1.0,109.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
House,Entire home/apt,moderate,Real Bed,Kingston upon Thames,200.0,7,2.0,,0,1,,0,7,5.0,,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,70.0,2,1.5,100.0,2,1,0.07,0,1,1.0,838.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,150.0,4,2.0,100.0,6,1,2.4300001,0,2,2.0,73.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,35.0,2,1.0,88.0,8,1,0.98000002,4,2,1.0,244.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,moderate,Real Bed,Kingston upon Thames,80.0,3,1.0,,0,1,,0,2,2.0,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,35.0,2,1.0,100.0,1,1,1.0,5,1,1.0,13.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,strict,Real Bed,Kingston upon Thames,250.0,6,2.5,100.0,2,1,0.090000004,0,3,6.0,643.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,House,Kingston upon Thames
House,Private room,moderate,Real Bed,Kingston upon Thames,70.0,2,1.0,,0,1,,0,1,1.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,House,Kingston upon Thames
Apartment,Entire home/apt,moderate,Real Bed,Kingston upon Thames,160.0,5,2.0,100.0,2,5,0.27000001,0,5,3.0,224.0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Kingston upon Thames,moderate,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Entire home/apt,moderate,Real Bed,Kingston upon Thames,68.0,2,1.0,90.0,4,1,0.49000001,0,5,1.0,244.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,144.0,4,2.0,100.0,1,1,1.0,0,5,2.0,8.0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
House,Entire home/apt,flexible,Real Bed,Kingston upon Thames,250.0,6,2.5,,0,1,,0,3,3.0,,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,House,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,50.0,2,2.0,,0,1,,0,1,2.0,,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
House,Private room,flexible,Couch,Kingston upon Thames,45.0,2,2.0,84.0,5,1,0.17,30,1,2.0,886.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,flexible,Real Bed,Kingston upon Thames,350.0,10,2.5,100.0,2,1,0.13,0,2,6.0,474.0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,House,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,35.0,2,1.0,95.0,28,1,0.75,15,2,1.0,1112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,25.0,1,1.0,,0,1,,0,7,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,strict,Real Bed,Kingston upon Thames,175.0,7,2.5,100.0,2,4,0.28999999,15,5,4.0,207.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,House,Kingston upon Thames
House,Private room,flexible,Couch,Kingston upon Thames,60.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,moderate,Real Bed,Kingston upon Thames,100.0,4,1.0,97.0,12,1,0.28,0,5,2.0,1265.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,57.0,2,1.0,96.0,5,1,0.61000001,0,1,1.0,245.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,25.0,2,1.0,89.0,9,1,1.13,0,1,1.0,239.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,240.0,4,2.0,80.0,1,1,0.1,0,1,2.0,300.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,22.0,2,1.0,93.0,3,1,0.17,6,14,1.0,538.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,65.0,2,1.0,97.0,7,1,0.94999999,0,2,1.0,219.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,60.0,1,,,0,1,,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Entire home/apt,moderate,Real Bed,Kingston upon Thames,74.0,2,1.0,100.0,1,1,0.46000001,0,1,1.0,64.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,House,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,100.0,4,2.0,100.0,1,4,0.039999999,10,4,2.0,687.0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,strict,Real Bed,Kingston upon Thames,65.0,4,1.0,99.0,30,1,3.3699999,0,1,2.0,266.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,strict,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,60.0,2,1.0,83.0,7,1,0.37,0,1,1.0,560.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Shared room,flexible,Real Bed,Kingston upon Thames,15.0,1,1.0,100.0,1,1,1.0,0,1,1.0,10.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Kingston upon Thames,flexible,Shared room,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,50.0,1,1.0,,0,1,,0,1,1.0,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
House,Private room,strict,Real Bed,Kingston upon Thames,28.0,2,1.0,100.0,7,1,0.22,5,1,1.0,957.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,strict,Private room,House,Kingston upon Thames
House,Private room,moderate,Real Bed,Kingston upon Thames,21.0,1,0.5,97.0,7,1,0.40000001,0,3,1.0,528.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,House,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,23.0,1,1.0,80.0,1,1,0.16,0,1,1.0,181.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,85.0,4,1.0,93.0,7,1,0.56,0,1,1.0,377.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,45.0,2,1.0,100.0,1,1,0.91000003,0,2,1.0,32.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,50.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,38.0,2,1.0,100.0,1,1,0.07,20,1,1.0,429.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,49.0,2,1.0,96.0,46,1,1.5,0,3,1.0,918.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,strict,Real Bed,Kingston upon Thames,80.0,4,1.0,100.0,1,1,0.76999998,0,2,2.0,38.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,strict,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,55.0,2,1.0,,0,1,,0,7,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
House,Private room,flexible,Couch,Kingston upon Thames,54.0,2,2.0,,0,1,,0,1,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
Apartment,Private room,flexible,Real Bed,Kingston upon Thames,65.0,2,1.0,,0,1,,0,1,1.0,,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,flexible,Real Bed,Kingston upon Thames,44.0,2,1.0,,0,1,,0,5,1.0,,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Kingston upon Thames,flexible,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,moderate,Real Bed,Kingston upon Thames,41.0,2,1.0,60.0,1,1,0.60000002,0,2,1.0,49.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Private room,Apartment,Kingston upon Thames
Apartment,Entire home/apt,moderate,Real Bed,Kingston upon Thames,89.0,2,1.0,90.0,4,1,0.41999999,0,1,1.0,286.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Kingston upon Thames,moderate,Entire home/apt,Apartment,Kingston upon Thames
Apartment,Private room,flexible,Couch,Kingston upon Thames,32.0,2,1.0,96.0,24,1,2.51,0,1,1.0,286.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Kingston upon Thames,flexible,Private room,Apartment,Kingston upon Thames
House,Private room,flexible,Real Bed,Kingston upon Thames,31.0,2,1.0,96.0,9,1,0.47,10,1,2.0,574.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Kingston upon Thames,flexible,Private room,House,Kingston upon Thames
